start;end;soc;länge
26449;26470;3330,69;22
26473;26484;3330,69;12
26497;26524;253,69;28
26548;26557;3539,87;12
26561;26582;3539,87;22
26585;26606;3539,87;22
26609;26630;3539,87;22
26633;26654;3539,87;22
26657;26678;3539,87;22
26681;26691;3539,87;11
26694;26715;3443,91;22
26718;26746;3443,91;29
26749;26770;3445,56;24
26773;26794;3274,43;22
26797;26825;3274,43;29
26828;26849;3470,41;22
26852;26868;3470,41;17
26872;26893;3172,01;22
26896;26923;3172,01;28
26927;26956;3486,65;30
26985;27003;656,72;21
27023;27044;3539,87;22
27047;27059;3539,87;13
27065;27086;3142,10;22
27089;27114;3142,10;26
27125;27146;3405,48;22
27149;27170;3405,48;22
27173;27194;3405,48;22
27197;27218;3405,48;22
27221;27242;3405,48;22
27245;27254;3405,48;10
27267;27288;673,47;22
27291;27307;673,47;17
27327;27348;3408,88;24
27365;27386;2429,44;22
27389;27402;2429,44;14
27414;27438;3466,01;25
27470;27493;1035,96;24
27519;27538;3366,20;22
27568;27580;710,19;15
27605;27626;3539,87;22
27629;27643;3539,87;15
27646;27674;3383,43;29
27677;27698;3383,07;24
27701;27725;3389,71;25
27737;27758;1220,96;22
27761;27777;1220,96;17
27790;27818;3538,83;29
27838;27852;322,62;17
27859;27869;295,32;13
27888;27897;3539,87;12
27902;27923;3539,87;22
27926;27935;3539,87;10
27940;27961;2741,41;22
27964;27990;2741,41;27
27995;28017;3146,65;23
28037;28061;694,67;25
28085;28113;3539,87;29
28142;28157;692,52;18
28188;28209;3408,64;22
28212;28233;3408,64;22
28236;28257;3408,64;22
28260;28281;3408,64;22
28284;28307;3408,64;24
28330;28362;1247,77;33
28377;28398;3454,15;24
28418;28439;1656,95;22
28442;28451;1656,95;10
28473;28495;3508,95;23
28498;28511;3089,51;16
28521;28550;567,98;30
28577;28598;3305,91;22
28601;28622;3305,91;22
28625;28646;3305,91;22
28649;28670;3305,91;22
28673;28694;3305,91;22
28697;28718;3305,91;22
28721;28742;3305,91;22
28745;28766;3305,91;22
28769;28789;3305,91;21
28804;28836;2071,56;33
28860;28881;3464,48;22
28884;28905;3464,48;22
28908;28929;3464,48;22
28932;28953;3464,48;22
28956;28975;3464,48;20
29041;29071;3539,87;31
29074;29088;3120,59;17
29091;29112;2683,25;22
29115;29126;2683,25;12
29147;29166;3238,67;22
29179;29197;321,67;21
29200;29214;317,16;17
29232;29253;3539,87;22
29256;29268;3539,87;13
29271;29292;3134,55;22
29295;29323;3134,55;29
29333;29354;3326,00;22
29357;29378;3326,00;22
29381;29402;3326,00;22
29405;29426;3326,00;22
29429;29450;3326,00;22
29453;29463;3326,00;11
29469;29490;2905,79;22
29493;29514;2905,79;22
29526;29547;3504,43;22
29550;29562;3504,43;13
29566;29595;3334,16;30
29600;29612;3306,67;15
29621;29651;3488,51;31
29664;29685;2086,78;22
29688;29705;2086,78;18
29722;29743;3523,79;22
29746;29767;3523,79;22
29770;29791;3523,79;22
29794;29815;3523,79;22
29818;29838;3523,79;21
29851;29872;332,12;22
29875;29889;332,12;15
29907;29939;3539,87;33
29942;29963;3108,85;22
29966;29994;3108,85;29
30001;30022;3261,83;22
30025;30046;3261,83;22
30049;30070;3261,83;22
30073;30102;3261,83;30
30105;30126;3265,88;22
30129;30139;3265,88;11
30143;30164;2920,47;22
30167;30188;2920,47;22
30199;30220;3457,90;22
30223;30244;3457,90;22
30247;30268;3457,90;22
30271;30292;3457,90;22
30295;30316;3457,90;22
30319;30340;3457,90;22
30343;30360;3457,90;18
30363;30386;3443,75;24
30389;30417;3476,97;29
30487;30510;3539,87;24
30537;30560;343,90;24
30580;30601;3539,87;22
30604;30614;3539,87;11
30617;30638;3080,53;22
30641;30653;3080,53;13
30658;30669;3026,38;14
30675;30688;3110,29;16
30691;30723;3110,15;33
30726;30747;3102,79;22
30750;30765;3102,79;16
30771;30792;3152,34;22
30795;30816;3152,34;22
30819;30846;3152,34;28
30850;30871;3150,11;22
30874;30895;3150,11;22
30898;30919;3150,11;22
30922;30943;3150,11;22
30946;30967;3150,11;22
30970;30991;3150,11;22
30994;31015;3150,11;22
31018;31039;3150,11;22
31042;31059;3150,11;18
31062;31091;3215,16;30
31162;31184;3539,87;23
31198;31219;1106,31;22
31222;31239;1106,31;18
31254;31275;3431,49;22
31278;31301;3431,49;24
31304;31322;3539,87;21
31333;31354;3195,73;22
31357;31378;3195,73;22
31381;31402;3195,73;22
31405;31426;3195,73;22
31429;31450;3195,73;22
31453;31474;3195,73;22
31477;31509;3195,73;33
31512;31541;3193,01;30
31551;31562;3539,87;14
31568;31582;3516,31;17
31585;31606;3512,79;22
31609;31630;3512,79;22
31633;31647;3512,79;15
31652;31673;3471,35;22
31676;31697;3471,35;22
31700;31721;3471,35;22
31724;31745;3471,35;22
31748;31764;3471,35;17
31779;31800;1196,60;22
31803;31817;1196,60;15
31835;31863;3362,72;29
31866;31887;2941,16;22
31890;31917;2941,16;28
31932;31953;3510,84;22
31956;31973;3510,84;18
31976;31994;3539,87;21
32000;32021;3472,98;22
32024;32045;3472,98;22
32048;32060;3472,98;13
32063;32092;3467,86;30
32098;32119;3422,62;22
32122;32143;3422,62;22
32146;32161;3422,62;16
32164;32185;3418,32;22
32188;32209;3418,32;22
32212;32233;3418,32;22
32236;32257;3418,32;22
32260;32281;3418,32;22
32284;32305;3418,32;22
32308;32329;3418,32;22
32332;32353;3418,32;22
32356;32377;3418,32;22
32380;32401;3418,32;22
32404;32425;3418,32;22
32428;32449;3418,32;22
32452;32473;3418,32;22
32476;32497;3418,32;22
32500;32521;3418,32;22
32524;32545;3418,32;22
32548;32569;3418,32;22
32572;32593;3418,32;22
32596;32617;3418,32;22
32620;32649;3418,32;30
32652;32670;3539,87;21
32677;32698;3426,42;22
32701;32722;3426,42;22
32725;32746;3426,42;22
32749;32762;3426,42;14
32765;32786;3425,35;22
32789;32810;3425,35;22
32813;32839;3425,35;27
32842;32859;3539,87;20
32867;32888;3420,12;22
32891;32912;3420,12;22
32915;32934;3420,12;20
32937;32955;3539,87;21
32963;32984;3325,54;22
32987;33008;3325,54;22
33011;33032;3325,54;22
33035;33056;3325,54;22
33059;33070;3325,54;12
33074;33095;3258,91;22
33098;33119;3258,91;22
33122;33143;3258,91;22
33146;33167;3258,91;22
33170;33191;3258,91;22
33194;33215;3258,91;22
33218;33239;3258,91;22
33242;33265;3258,91;24
33268;33289;3259,86;22
33292;33313;3259,86;22
33316;33344;3259,86;29
33348;33369;3224,09;22
33372;33393;3224,09;22
33396;33417;3224,09;22
33420;33441;3224,09;22
33444;33470;3224,09;27
33475;33496;3215,31;22
33499;33520;3215,31;22
33523;33544;3215,31;22
33547;33568;3215,31;22
33571;33592;3215,31;22
33595;33616;3215,31;22
33619;33640;3215,31;22
33643;33664;3215,31;22
33667;33688;3215,31;22
33691;33712;3215,31;22
33715;33736;3215,31;22
33739;33760;3215,31;22
33763;33778;3215,31;16
33846;33874;3539,87;29
33877;33898;3317,45;22
33901;33929;3317,45;29
33933;33942;3396,03;12
33945;33966;3402,08;22
33969;33990;3402,08;22
33993;34014;3402,08;22
34017;34038;3402,08;22
34041;34062;3402,08;22
34065;34086;3402,08;22
34089;34110;3402,08;22
34113;34123;3402,08;11
34126;34147;3408,89;22
34150;34171;3408,89;22
34174;34195;3408,89;22
34198;34219;3408,89;22
34222;34243;3408,89;22
34246;34267;3408,89;22
34270;34291;3408,89;22
34294;34315;3408,89;22
34318;34339;3408,89;22
34342;34357;3408,89;16
34365;34386;2231,53;22
34389;34409;2231,53;21
34422;34443;3390,09;22
34446;34467;3390,09;22
34470;34491;3390,09;22
34494;34515;3390,09;22
34518;34539;3390,09;22
34542;34554;3390,09;13
34557;34578;3159,23;22
34581;34603;3159,23;23
34612;34633;3453,38;22
34636;34657;3453,38;22
34660;34681;3453,38;22
34684;34705;3453,38;22
34708;34729;3453,38;22
34732;34745;3453,38;14
34752;34773;2520,30;22
34776;34795;2520,30;20
34808;34838;3339,91;31
34852;34873;796,17;22
34876;34892;796,17;17
34907;34928;3477,34;22
34931;34952;3477,34;22
34955;34986;3477,34;32
34991;35012;3490,52;22
35015;35038;3490,52;24
