strategie_id;zeitraum_id;strategie_typ;start_index;end_index;länge_stunden;basis_soc;max_soc_erreicht;min_soc_erreicht;gesamte_lademenge;gesamte_entlademenge;profit_euro
724;1035;Aggressiv;33945;33966;5.5;3402.08;3800.0;2536.09;1263.9025;1263.9075;13.4
555;808;Einfach;27761;27777;4.25;1220.96;2970.99;825.07;2145.9275;2145.93;13.38
788;1064;Aggressiv;34636;34657;5.5;3453.38;3798.43;1216.21;2582.2025;2582.2325;13.34
630;904;Einfach;30604;30614;2.75;3539.87;3539.86;2076.15;1463.7225;1463.72;13.31
573;831;Entlade-Lade;28498;28511;3.5;3089.51;3089.5;2251.54;837.9675;837.9725000000001;13.08
714;1030;Entlade-Lade;33763;33778;4.0;3215.31;3215.31;2325.73;889.5675;889.5799999999999;13.08
648;927;Einfach;31222;31239;4.5;1106.31;3392.54;1064.19;2328.3525;2328.3525;13.04
760;1052;Einfach;34342;34357;4.0;3408.89;3621.87;2296.49;1325.375;1325.3825;13.01
670;974;Einfach;32404;32425;5.5;3418.32;3799.87;3220.04;579.7975;579.8325;12.99
661;953;Einfach;31890;31917;7.0;2941.16;3799.85;2001.76;1798.0825;1798.0974999999999;12.88
1;1;Einfach;1;22;5.5;1200.0;1199.98;489.29;710.705;710.71;12.78
628;902;Aggressiv;30537;30560;6.0;343.9;3799.97;207.19;3594.6025;3594.6;12.68
22;39;Einfach;916;937;5.5;3454.92;3799.98;3386.6;413.6725;413.6925;12.64
692;994;Einfach;32891;32912;5.5;3420.12;3420.17;2360.54;1059.575;1059.5825;12.56
53;98;Einfach;2350;2371;5.5;3192.38;3799.94;3075.39;912.475;912.4925;12.5
723;1035;Einfach;33945;33966;5.5;3402.08;3799.97;2735.63;1064.3474999999999;1064.345;12.44
235;444;Einfach;12760;12782;5.75;731.89;731.88;200.0;531.8924999999999;531.885;12.42
174;351;Einfach;8494;8515;5.5;3318.67;3799.96;3119.94;787.58;787.585;12.3
787;1064;Einfach;34636;34657;5.5;3453.38;3587.45;2328.42;1259.03;1259.0225;12.28
686;982;Einfach;32596;32617;5.5;3418.32;3799.98;3418.33;382.03000000000003;382.0325;12.25
333;546;Einfach;17147;17160;3.5;3539.93;3799.98;3539.94;260.0475;260.0475;12.24
334;546;Aggressiv;17147;17160;3.5;3539.93;3800.0;3539.92;260.0625;260.0675;12.22
676;977;Entlade-Lade;32476;32497;5.5;3418.32;3418.32;2390.24;1028.0774999999999;1028.0825;12.14
695;1006;Einfach;33170;33191;5.5;3258.91;3799.95;3115.01;852.58;852.585;12.12
178;355;Einfach;8590;8611;5.5;3318.67;3799.96;3193.14;794.7875;794.7825;12.06
507;759;Einfach;26365;26391;6.75;3144.67;3144.67;2311.38;833.2800000000001;833.2925;12.05
719;1032;Entlade-Lade;33877;33898;5.5;3317.45;3317.48;2698.89;618.55;618.5550000000001;11.9
605;873;Aggressiv;29688;29705;4.5;2086.78;2086.78;1530.43;556.345;556.3525;11.87
245;455;Einfach;13232;13253;5.5;622.43;622.42;200.03;422.3875;422.42;11.86
318;531;Aggressiv;16214;16241;7.0;709.57;782.33;200.0;582.33;582.3225;11.85
247;455;Entlade-Lade;13232;13253;5.5;622.43;622.43;203.42;419.0125;419.0125;11.75
512;762;Aggressiv;26449;26470;5.5;3330.69;3800.0;3141.62;689.395;689.3825;11.71
30;42;Aggressiv;988;1009;5.5;3454.92;3454.92;2381.24;1073.665;1073.68;11.66
805;1073;Einfach;34876;34892;4.25;796.17;1320.06;222.78;1155.575;1155.57;11.63
744;1045;Einfach;34174;34195;5.5;3408.89;3799.18;2218.58;1580.6;1580.5900000000001;11.58
317;531;Einfach;16214;16241;7.0;709.57;709.56;200.03;509.5425;509.53499999999997;11.5
499;750;Einfach;26116;26140;6.25;695.77;1288.84;451.05;920.3925;920.395;11.4
484;730;Einfach;25343;25370;7.0;678.88;1349.9;426.86;923.0275;923.0375;11.36
708;1021;Einfach;33547;33568;5.5;3215.31;3799.88;2831.58;968.3050000000001;968.3075;11.3
328;542;Einfach;16885;16907;5.75;681.72;712.03;200.03;511.99;511.9875;11.29
319;531;Entlade-Lade;16214;16241;7.0;709.57;709.55;204.13;505.45;505.445;11.19
765;1055;Einfach;34422;34443;5.5;3390.09;3799.97;3390.08;556.95;556.9449999999999;11.18
246;455;Aggressiv;13232;13253;5.5;622.43;966.42;200.0;766.4325;766.415;11.17
629;903;Einfach;30580;30601;5.5;3539.87;3799.98;3430.73;369.275;369.2475;11.13
474;723;Einfach;25142;25163;5.5;2964.81;3308.31;1313.39;2155.1;2155.1075;11.1
496;744;Aggressiv;25915;25936;5.5;1806.68;1806.67;434.83;1371.865;1371.8525;11.09
709;1025;Einfach;33643;33664;5.5;3215.31;3799.85;2939.73;860.12;860.1324999999999;11.04
276;485;Aggressiv;14294;14323;7.5;585.94;585.94;203.13;382.8125;382.8075;11.0
300;510;Aggressiv;15254;15281;7.0;673.66;892.37;200.0;692.3675;692.355;11.0
330;542;Entlade-Lade;16885;16907;5.75;681.72;681.74;203.9;477.8175;477.83;11.0
800;1069;Aggressiv;34752;34773;5.5;2520.3;3800.0;2520.3;2161.62;2161.6075;10.94
345;555;Einfach;17557;17583;6.75;673.31;756.75;200.03;556.72;556.72;10.92
799;1069;Einfach;34752;34773;5.5;2520.3;3799.73;2520.31;1279.4225;1279.425;10.87
190;372;Einfach;9375;9387;3.25;3509.07;3799.98;3069.78;730.2225;730.2;10.86
798;1068;Entlade-Lade;34732;34745;3.5;3453.38;3453.37;2980.96;472.4175;472.41499999999996;10.85
579;836;Einfach;28649;28670;5.5;3305.91;3800.0;1624.62;2542.32;2542.3224999999998;10.84
346;555;Aggressiv;17557;17583;6.75;673.31;757.5;200.0;557.4975;557.49;10.83
20;35;Einfach;820;841;5.5;3454.92;3797.24;3187.77;609.48;609.4725;10.79
347;555;Entlade-Lade;17557;17583;6.75;673.31;673.34;203.83;469.4975;469.475;10.78
594;855;Einfach;29232;29253;5.5;3539.87;3799.98;3539.87;290.6825;290.6675;10.78
600;857;Aggressiv;29271;29292;5.5;3134.55;3134.55;1818.45;1316.09;1316.105;10.76
519;767;Entlade-Lade;26585;26606;5.5;3539.87;3539.86;2121.58;1418.3025;1418.285;10.75
510;761;Einfach;26418;26442;6.25;2751.68;2751.68;2360.91;390.76250000000005;390.775;10.72
731;1038;Entlade-Lade;34017;34038;5.5;3402.08;3402.09;2777.73;624.3525;624.35;10.72
595;855;Aggressiv;29232;29253;5.5;3539.87;3800.0;3539.86;322.46;322.47249999999997;10.71
3;5;Einfach;97;118;5.5;1200.0;3800.0;1200.0;2600.02;2599.9975;10.69
329;542;Aggressiv;16885;16907;5.75;681.72;751.23;200.0;567.44;567.4375;10.69
299;510;Einfach;15254;15281;7.0;673.66;731.98;200.03;531.9575;531.9525;10.58
677;978;Einfach;32500;32521;5.5;3418.32;3799.98;3418.31;400.14750000000004;400.155;10.57
780;1061;Einfach;34557;34578;5.5;3159.23;3638.09;2015.83;1623.8875;1623.8799999999999;10.57
28;41;Entlade-Lade;964;985;5.5;3454.92;3454.96;2473.93;980.9825;980.9875;10.54
547;794;Einfach;27291;27307;4.25;673.47;815.31;200.03;828.8675;828.8774999999999;10.47
582;840;Aggressiv;28745;28766;5.5;3305.91;3800.0;1666.26;2289.4825;2289.4425;10.47
275;485;Einfach;14294;14323;7.5;585.94;822.56;200.0;622.5625;622.555;10.44
306;516;Einfach;15655;15682;7.0;637.53;637.51;203.54;434.00750000000005;433.98499999999996;10.4
683;981;Einfach;32572;32593;5.5;3418.32;3420.38;1257.05;2163.34;2163.315;10.38
44;94;Einfach;2254;2275;5.5;3192.38;3799.91;3114.9;920.1925;920.18;10.37
785;1063;Einfach;34612;34633;5.5;3453.38;3799.98;3453.38;346.58000000000004;346.6125;10.27
609;878;Einfach;29818;29838;5.25;3523.79;3799.98;3038.5;761.485;761.47;10.26
7;9;Einfach;193;214;5.5;1200.0;1373.95;200.14;1173.8075;1173.805;10.18
301;510;Entlade-Lade;15254;15281;7.0;673.66;673.68;203.84;469.79749999999996;469.825;10.17
646;926;Einfach;31198;31219;5.5;1106.31;1772.38;200.47;1571.9125;1571.9;10.17
387;612;Aggressiv;20506;20523;4.5;3539.87;3800.0;3323.85;476.145;476.14250000000004;10.13
282;492;Aggressiv;14581;14610;7.5;561.5;1214.2;200.0;1020.3425;1020.3225;10.12
33;65;Einfach;1552;1573;5.5;3190.3;3799.34;3190.3;609.03;609.0275;10.05
273;482;Aggressiv;14198;14214;4.25;671.77;671.77;200.0;597.3874999999999;597.3875;10.04
775;1059;Einfach;34518;34539;5.5;3390.09;3799.97;3390.09;553.3125;553.3025;9.99
597;856;Aggressiv;29256;29268;3.25;3539.87;3615.8;2005.93;1985.9275;1985.915;9.98
340;549;Einfach;17264;17285;5.5;641.22;641.2;200.03;441.1825;441.1925;9.97
194;375;Einfach;9476;9496;5.25;3452.24;3452.25;2530.78;921.4699999999999;921.47;9.89
272;482;Einfach;14198;14214;4.25;671.77;713.07;200.03;513.035;513.015;9.88
342;549;Entlade-Lade;17264;17285;5.5;641.22;641.24;203.57;437.6475;437.65000000000003;9.88
728;1037;Einfach;33993;34014;5.5;3402.08;3799.97;3351.82;555.2099999999999;555.1975;9.86
191;372;Aggressiv;9375;9387;3.25;3509.07;3800.0;2932.89;867.115;867.1125000000001;9.74
170;347;Einfach;8398;8419;5.5;3318.67;3799.97;3212.21;765.275;765.27;9.73
711;1029;Einfach;33739;33760;5.5;3215.31;3799.9;2922.57;877.3275000000001;877.34;9.69
794;1067;Einfach;34708;34729;5.5;3453.38;3799.98;3453.38;346.58000000000004;346.59749999999997;9.64
8;9;Aggressiv;193;214;5.5;1200.0;1200.02;213.96;986.0450000000001;986.0400000000001;9.58
426;661;Einfach;22797;22818;5.5;3428.32;3799.98;3346.82;528.1525;528.1575;9.57
274;482;Entlade-Lade;14198;14214;4.25;671.77;671.77;203.82;467.9475;467.95;9.56
472;722;Aggressiv;25130;25139;2.5;3296.91;3598.96;2516.8;1626.4925;1626.5075;9.55
635;908;Einfach;30675;30688;3.5;3110.29;3799.96;3110.29;739.5725;739.58;9.55
762;1052;Entlade-Lade;34342;34357;4.0;3408.89;3408.91;2751.1;657.78;657.79;9.55
502;754;Aggressiv;26245;26266;5.5;3144.67;3144.71;2375.7;768.9825;768.9725;9.53
51;96;Entlade-Lade;2302;2323;5.5;3192.38;3192.39;2188.5;1003.8675000000001;1003.885;9.46
195;376;Einfach;9522;9533;3.0;663.78;1242.69;215.66;1027.0149999999999;1027.0375;9.46
281;492;Einfach;14581;14610;7.5;561.5;831.69;200.02;631.66;631.6675;9.45
152;317;Einfach;7690;7711;5.5;3412.48;3412.49;1432.75;2033.6375;2033.6325;9.44
544;792;Aggressiv;27245;27254;2.5;3405.48;3682.32;2235.74;1446.5825;1446.585;9.42
161;343;Einfach;8302;8323;5.5;3318.67;3799.95;3216.87;751.885;751.89;9.41
66;125;Einfach;2980;3001;5.5;3492.99;3782.48;1660.76;2121.73;2121.7;9.39
527;785;Einfach;27065;27086;5.5;3142.1;3142.06;1071.31;2070.7775;2070.79;9.39
326;541;Aggressiv;16790;16815;6.5;637.0;991.62;200.0;818.4925000000001;818.475;9.27
221;407;Entlade-Lade;10689;10698;2.5;349.02;349.02;213.41;135.60500000000002;135.6125;9.26
647;926;Aggressiv;31198;31219;5.5;1106.31;1106.29;233.55;872.7524999999999;872.7675;9.22
153;317;Aggressiv;7690;7711;5.5;3412.48;3546.06;200.12;3345.9474999999998;3345.945;9.21
380;605;Einfach;20128;20138;2.75;3539.91;3799.92;3440.29;359.6225;359.635;9.21
458;705;Einfach;24573;24586;3.5;3476.36;3476.36;2243.11;1233.2450000000001;1233.26;9.19
636;908;Aggressiv;30675;30688;3.5;3110.29;3800.0;3022.48;792.0725;792.0625;9.17
381;605;Aggressiv;20128;20138;2.75;3539.91;3800.0;3372.93;427.065;427.065;9.13
325;541;Einfach;16790;16815;6.5;637.0;739.15;200.03;641.2675;641.2875;9.08
348;557;Einfach;17655;17668;3.5;603.66;677.4;200.13;477.27250000000004;477.285;8.96
419;652;Aggressiv;22337;22346;2.5;3539.92;3800.0;3539.91;315.02;315.04;8.95
350;557;Entlade-Lade;17655;17668;3.5;603.66;603.65;210.9;392.76250000000005;392.7625;8.94
418;652;Einfach;22337;22346;2.5;3539.92;3799.92;3539.91;285.78000000000003;285.7925;8.91
778;1060;Aggressiv;34542;34554;3.25;3390.09;3777.15;2045.59;1731.555;1731.56;8.88
701;1008;Entlade-Lade;33218;33239;5.5;3258.91;3258.89;2081.29;1177.62;1177.61;8.85
327;541;Entlade-Lade;16790;16815;6.5;637.0;637.03;203.54;433.46;433.46;8.82
115;234;Aggressiv;5671;5692;5.5;3232.76;3791.88;201.36;3590.5175;3590.52;8.75
341;549;Aggressiv;17264;17285;5.5;641.22;953.2;200.0;753.2075;753.205;8.67
283;492;Entlade-Lade;14581;14610;7.5;561.5;561.54;202.93;358.5875;358.5675;8.62
349;557;Aggressiv;17655;17668;3.5;603.66;936.91;200.0;736.905;736.905;8.62
353;561;Einfach;17937;17958;5.5;614.29;632.19;200.0;432.1925;432.185;8.6
196;378;Einfach;9663;9673;2.75;3539.93;3799.92;3369.75;446.975;446.9825;8.52
596;856;Einfach;29256;29268;3.25;3539.87;3586.89;2248.13;1655.4375;1655.4525;8.49
452;692;Einfach;23890;23904;3.75;3435.01;3435.0;2499.67;935.34;935.34;8.47
514;763;Aggressiv;26473;26484;3.0;3330.69;3631.32;2409.54;1793.6;1793.59;8.43
364;582;Einfach;18918;18937;5.0;669.39;1327.88;399.26;928.63;928.6199999999999;8.42
789;1064;Entlade-Lade;34636;34657;5.5;3453.38;3453.38;2787.49;665.8925;665.8975;8.32
737;1041;Einfach;34089;34110;5.5;3402.08;3799.97;3378.2;551.7025;551.6925;8.28
220;404;Einfach;10508;10537;7.5;3539.93;3800.0;3345.79;695.4575;695.4775;8.26
493;743;Einfach;25892;25903;3.0;3532.62;3799.57;2532.78;1266.8025;1266.8025;8.16
369;593;Aggressiv;19477;19504;7.0;642.62;840.56;200.0;640.5525;640.5725;8.04
471;722;Einfach;25130;25139;2.5;3296.91;3551.25;2639.97;1369.6825;1369.6675;8.04
553;807;Einfach;27737;27758;5.5;1220.96;1285.91;217.53;2068.1;2068.1025;8.02
442;682;Einfach;23493;23502;2.5;3431.31;3799.88;3241.42;558.4675;558.465;7.95
543;792;Einfach;27245;27254;2.5;3405.48;3638.61;2420.44;1218.1775;1218.1625000000001;7.93
368;593;Einfach;19477;19504;7.0;642.62;675.89;200.03;475.8475;475.845;7.9
239;451;Aggressiv;13117;13127;2.75;3539.93;3800.0;3362.44;437.5475;437.56;7.86
238;451;Einfach;13117;13127;2.75;3539.93;3799.92;3431.45;368.46750000000003;368.47249999999997;7.84
370;593;Entlade-Lade;19477;19504;7.0;642.62;642.62;203.59;439.0375;439.03999999999996;7.73
632;904;Entlade-Lade;30604;30614;2.75;3539.87;3539.87;2897.3;642.5699999999999;642.5725;7.68
552;800;Einfach;27519;27538;5.0;3366.2;3366.2;2779.7;586.5;586.5025;7.65
777;1060;Einfach;34542;34554;3.25;3390.09;3710.09;2257.89;1452.1999999999998;1452.21;7.5
763;1053;Einfach;34365;34386;5.5;2231.53;2231.49;1572.08;659.4475;659.4575;7.32
515;763;Entlade-Lade;26473;26484;3.0;3330.69;3330.68;2670.0;660.6875;660.6875;7.23
476;723;Entlade-Lade;25142;25163;5.5;2964.81;2964.85;2002.35;962.48;962.46;7.2
232;435;Entlade-Lade;12280;12295;4.0;622.31;622.32;203.42;418.88;418.8875;7.17
749;1047;Einfach;34222;34243;5.5;3408.89;3799.97;3408.89;521.0725;521.0625;7.17
54;98;Aggressiv;2350;2371;5.5;3192.38;3800.0;2462.22;1998.9975;1999.0075;7.14
197;378;Aggressiv;9663;9673;2.75;3539.93;3800.0;3289.18;510.82;510.825;7.11
121;238;Einfach;5767;5788;5.5;3232.76;3799.71;3232.77;689.0425;689.045;7.02
793;1066;Entlade-Lade;34684;34705;5.5;3453.38;3453.4;2969.92;483.45;483.4625;7.02
513;763;Einfach;26473;26484;3.0;3330.69;3588.21;2555.0;1514.75;1514.7575;7.0
414;645;Einfach;21942;21955;3.5;3259.96;3799.92;2874.64;925.28;925.27;6.97
814;1077;Einfach;34991;35012;5.5;3490.52;3799.98;3490.51;309.475;309.47249999999997;6.89
263;472;Aggressiv;13814;13823;2.5;564.09;564.09;200.48;553.8075;553.8125;6.85
782;1061;Entlade-Lade;34557;34578;5.5;3159.23;3159.24;2509.03;650.2175;650.2025;6.85
154;317;Entlade-Lade;7690;7711;5.5;3412.48;3412.47;2259.17;1153.305;1153.3125;6.82
398;631;Einfach;21588;21609;5.5;581.62;581.62;200.02;381.6;381.58000000000004;6.78
93;182;Aggressiv;4385;4406;5.5;3479.93;3479.93;2132.64;1347.28;1347.29;6.73
241;452;Aggressiv;13141;13162;5.5;505.03;2715.76;200.04;2629.73;2629.7225;6.73
400;631;Entlade-Lade;21588;21609;5.5;581.62;581.61;203.09;378.5275;378.53999999999996;6.69
262;472;Einfach;13814;13823;2.5;564.09;564.1;206.99;517.275;517.2725;6.65
656;950;Einfach;31803;31817;3.75;1196.6;1196.6;400.22;796.3825;796.375;6.65
139;289;Einfach;7019;7040;5.5;3509.55;3509.53;1871.77;1979.6525;1979.655;6.59
399;631;Aggressiv;21588;21609;5.5;581.62;614.75;200.0;421.65749999999997;421.63750000000005;6.59
128;262;Einfach;6348;6369;5.5;3383.16;3650.82;2120.34;2146.09;2146.0825;6.58
598;856;Entlade-Lade;29256;29268;3.25;3539.87;3539.87;2689.75;850.1225;850.115;6.51
240;452;Einfach;13141;13162;5.5;505.03;1569.16;202.44;1366.71;1366.715;6.5
43;71;Einfach;1696;1717;5.5;3190.3;3190.3;2200.39;989.9175;989.905;6.49
447;689;Einfach;23805;23826;5.5;1600.6;2293.34;207.65;2085.6775;2085.68;6.46
67;125;Aggressiv;2980;3001;5.5;3492.99;3493.02;2425.11;1067.8725;1067.8875;6.39
806;1073;Aggressiv;34876;34892;4.25;796.17;796.17;223.15;573.02;573.03;6.38
779;1060;Entlade-Lade;34542;34554;3.25;3390.09;3390.09;2882.22;507.87249999999995;507.86249999999995;6.3
784;1062;Aggressiv;34581;34603;5.75;3159.23;3800.0;2244.89;1555.11;1555.1225;6.29
114;234;Einfach;5671;5692;5.5;3232.76;3780.43;1617.3;2163.1275;2163.125;6.28
289;500;Entlade-Lade;14865;14886;5.5;496.11;496.13;202.4;293.71750000000003;293.7125;6.17
140;289;Aggressiv;7019;7040;5.5;3509.55;3781.46;1564.69;3719.0125;3719.0225;6.13
287;500;Einfach;14865;14886;5.5;496.11;496.11;200.02;429.67499999999995;429.655;6.13
324;540;Einfach;16754;16772;4.75;3305.54;3799.97;2935.49;864.485;864.48;6.12
264;472;Entlade-Lade;13814;13823;2.5;564.09;564.09;232.77;331.3175;331.3225;6.1
783;1062;Einfach;34581;34603;5.75;3159.23;3799.96;2830.94;969.0275;969.015;5.93
267;476;Einfach;13910;13939;7.5;468.73;1554.75;200.02;1354.725;1354.7375;5.9
183;366;Einfach;9109;9130;5.5;444.71;1276.12;200.02;1107.2749999999999;1107.2925;5.89
795;1067;Aggressiv;34708;34729;5.5;3453.38;3800.0;2722.12;1077.875;1077.8775;5.86
45;94;Aggressiv;2254;2275;5.5;3192.38;3800.0;2233.25;2207.7775;2207.7825000000003;5.82
416;648;Einfach;22044;22056;3.25;3539.93;3799.98;2821.42;978.5625;978.5525;5.78
720;1033;Einfach;33901;33929;7.25;3317.45;3799.97;3207.58;647.315;647.315;5.78
581;840;Einfach;28745;28766;5.5;3305.91;3799.95;3305.9;849.75;849.7625;5.77
545;792;Entlade-Lade;27245;27254;2.5;3405.48;3405.47;2819.97;585.5024999999999;585.5074999999999;5.75
13;13;Einfach;289;310;5.5;1200.0;1200.01;284.95;915.06;915.0475;5.73
473;722;Entlade-Lade;25130;25139;2.5;3296.91;3296.91;2828.05;468.8575;468.85249999999996;5.73
40;69;Einfach;1648;1669;5.5;3190.3;3799.95;3190.3;609.6474999999999;609.6525;5.66
745;1045;Aggressiv;34174;34195;5.5;3408.89;3408.88;2724.24;684.64;684.6575;5.62
524;777;Einfach;26828;26849;5.5;3470.41;3799.98;3470.39;462.4425;462.4475;5.6
766;1055;Aggressiv;34422;34443;5.5;3390.09;3800.0;2683.49;1116.5325;1116.5175;5.6
441;681;Entlade-Lade;23462;23490;7.25;3374.31;3374.3;2912.9;461.40000000000003;461.405;5.49
672;976;Aggressiv;32452;32473;5.5;3418.32;3549.26;812.63;3168.575;3168.58;5.49
739;1043;Einfach;34126;34147;5.5;3408.89;3799.97;3408.88;535.645;535.6374999999999;5.29
804;1071;Entlade-Lade;34808;34838;7.75;3339.91;3339.94;2864.1;475.8;475.8025;5.28
304;512;Entlade-Lade;15352;15371;5.0;694.04;694.05;204.0;490.055;490.03499999999997;5.11
302;512;Einfach;15352;15371;5.0;694.04;694.02;200.03;526.105;526.1125000000001;5.07
230;435;Einfach;12280;12295;4.0;622.31;622.3;200.03;422.2775;422.29;5.01
448;689;Aggressiv;23805;23826;5.5;1600.6;1600.62;542.5;1058.105;1058.0925;5.0
681;980;Einfach;32548;32569;5.5;3418.32;3540.87;1381.07;2159.8175;2159.8125;4.98
257;466;Aggressiv;13627;13636;2.5;546.96;916.18;200.0;716.1775;716.1775;4.97
773;1058;Aggressiv;34494;34515;5.5;3390.09;3800.0;2602.47;1342.755;1342.735;4.97
685;981;Entlade-Lade;32572;32593;5.5;3418.32;3418.32;2502.21;916.105;916.1199999999999;4.94
671;976;Einfach;32452;32473;5.5;3418.32;3600.45;1224.07;2376.365;2376.385;4.91
355;569;Aggressiv;18331;18346;4.0;546.52;1008.89;200.0;1056.03;1056.04;4.89
469;720;Aggressiv;25045;25055;2.75;564.59;744.28;200.05;750.985;750.985;4.84
354;569;Einfach;18331;18346;4.0;546.52;880.67;200.02;680.6475;680.6424999999999;4.81
693;1004;Einfach;33122;33143;5.5;3258.91;3258.91;1559.09;1699.8175;1699.8175;4.81
358;573;Einfach;18519;18540;5.5;498.83;498.83;200.02;298.8;298.8175;4.8
356;569;Entlade-Lade;18331;18346;4.0;546.52;546.51;202.81;343.71;343.72249999999997;4.77
468;720;Einfach;25045;25055;2.75;564.59;686.41;202.92;632.4075;632.415;4.7
758;1051;Einfach;34318;34339;5.5;3408.89;3799.97;3408.89;528.5;528.4875000000001;4.68
336;547;Aggressiv;17172;17203;8.0;348.83;2256.51;200.0;2056.5075;2056.5;4.63
42;70;Aggressiv;1672;1693;5.5;3190.3;3190.3;2528.43;661.87;661.865;4.62
489;740;Aggressiv;25821;25842;5.5;3147.72;3263.67;917.93;3802.0299999999997;3802.0299999999997;4.56
360;573;Entlade-Lade;18519;18540;5.5;498.83;498.81;202.42;296.415;296.4075;4.51
417;648;Aggressiv;22044;22056;3.25;3539.93;3800.0;2637.97;1162.0125;1162.0325;4.44
470;720;Entlade-Lade;25045;25055;2.75;564.59;564.61;232.81;331.7825;331.77750000000003;4.43
776;1059;Aggressiv;34518;34539;5.5;3390.09;3800.0;2713.81;1086.1975;1086.1925;4.42
141;289;Entlade-Lade;7019;7040;5.5;3509.55;3509.59;2367.95;1141.6025;1141.6100000000001;4.41
184;366;Aggressiv;9109;9130;5.5;444.71;444.72;201.98;242.74;242.72750000000002;4.39
721;1033;Aggressiv;33901;33929;7.25;3317.45;3800.0;3071.95;728.045;728.0425;4.39
256;466;Einfach;13627;13636;2.5;546.96;803.21;200.11;603.095;603.1025;4.38
654;949;Einfach;31779;31800;5.5;1196.6;1557.44;200.67;1356.7475;1356.7375;4.38
303;512;Aggressiv;15352;15371;5.0;694.04;881.58;200.0;681.5875;681.5525;4.37
559;814;Einfach;27926;27935;2.5;3539.87;3539.87;2768.02;771.8575;771.8499999999999;4.32
145;313;Einfach;7594;7615;5.5;3412.48;3412.48;2346.14;1066.34;1066.33;4.25
129;262;Aggressiv;6348;6369;5.5;3383.16;3383.19;2278.2;1104.9624999999999;1104.965;4.16
619;890;Einfach;30143;30164;5.5;2920.47;2920.48;2386.43;534.05;534.045;4.12
376;601;Aggressiv;19863;19884;5.5;428.38;1463.99;200.0;1528.77;1528.7575;4.03
375;601;Einfach;19863;19884;5.5;428.38;766.79;200.01;581.2825;581.29;4.02
322;537;Aggressiv;16503;16512;2.5;489.35;1181.1;200.0;981.0925;981.095;3.96
249;456;Aggressiv;13256;13267;3.0;622.43;1740.59;490.72;1249.86;1249.8775;3.94
270;480;Einfach;14061;14076;4.0;3211.09;3799.96;3211.09;588.8725;588.8675000000001;3.92
189;371;Einfach;9327;9338;3.0;644.64;1373.23;304.13;1069.1025;1069.1025;3.91
359;573;Aggressiv;18519;18540;5.5;498.83;1287.85;200.0;1087.855;1087.845;3.85
588;851;Aggressiv;29115;29126;3.0;2683.25;3785.67;2434.28;1522.1625;1522.165;3.85
335;547;Einfach;17172;17203;8.0;348.83;1181.58;200.01;981.56;981.575;3.83
772;1058;Einfach;34494;34515;5.5;3390.09;3783.6;3046.5;874.8425;874.83;3.83
367;587;Einfach;19189;19220;8.0;442.15;442.16;206.54;235.61749999999998;235.605;3.81
258;466;Entlade-Lade;13627;13636;2.5;546.96;546.97;231.23;315.72499999999997;315.735;3.78
84;159;Einfach;3806;3827;5.5;3277.49;3277.54;2709.5;567.985;567.9875;3.77
404;637;Einfach;21739;21760;5.5;3527.76;3799.98;3527.76;329.485;329.4575;3.77
377;601;Entlade-Lade;19863;19884;5.5;428.38;428.4;201.85;226.52749999999997;226.52;3.76
657;951;Einfach;31835;31863;7.25;3362.72;3362.73;3035.73;327.0;326.99;3.76
217;402;Einfach;10452;10473;5.5;436.07;752.01;200.38;941.44;941.4425;3.74
488;740;Einfach;25821;25842;5.5;3147.72;3262.03;1275.91;1986.115;1986.105;3.62
85;163;Einfach;3902;3923;5.5;3277.49;3277.54;2710.49;566.995;567.0;3.61
321;537;Einfach;16503;16512;2.5;489.35;1026.27;200.09;826.1850000000001;826.17;3.61
338;548;Einfach;17235;17244;2.5;3190.85;3799.79;3065.6;734.1925;734.1925;3.6
532;787;Aggressiv;27125;27146;5.5;3405.48;3800.0;2546.19;1253.825;1253.81;3.6
682;980;Aggressiv;32548;32569;5.5;3418.32;3418.33;2245.79;1172.545;1172.5275000000001;3.53
738;1042;Einfach;34113;34123;2.75;3402.08;3402.08;3044.15;357.9375;357.9225;3.53
585;850;Einfach;29091;29112;5.5;2683.25;2906.84;521.52;2385.32;2385.3275;3.47
268;476;Aggressiv;13910;13939;7.5;468.73;468.7;202.18;266.5375;266.56;3.38
248;456;Einfach;13256;13267;3.0;622.43;1564.02;520.65;1043.3775;1043.3600000000001;3.32
339;548;Aggressiv;17235;17244;2.5;3190.85;3800.0;2928.14;871.8625;871.8525;3.31
407;639;Einfach;21791;21812;5.5;1991.88;2167.99;257.78;1910.2025;1910.2225;3.27
655;949;Aggressiv;31779;31800;5.5;1196.6;2011.27;200.0;2181.77;2181.7574999999997;3.24
179;357;Einfach;8636;8657;5.5;2275.94;3470.03;2275.94;1194.085;1194.085;3.19
323;537;Entlade-Lade;16503;16512;2.5;489.35;489.35;226.04;263.3;263.3125;3.18
694;1005;Einfach;33146;33167;5.5;3258.91;3258.91;2898.01;360.89750000000004;360.9;3.1
703;1009;Aggressiv;33242;33265;6.0;3258.91;3258.95;2602.81;656.0999999999999;656.1025;3.09
331;543;Einfach;17078;17099;5.5;309.2;308.32;200.88;107.44250000000001;108.3175;3.04
104;230;Einfach;5575;5596;5.5;3232.76;3753.49;2640.6;1112.8875;1112.885;3.01
187;369;Einfach;9206;9227;5.5;637.32;651.8;200.17;540.78;540.775;3.01
