index;timestamp;charge_potential;discharge_potential;soc
326;2025-01-04 09:30;1900,00;-1900,00;600,00
327;2025-01-04 09:45;1900,00;-1900,00;600,00
328;2025-01-04 10:00;1900,00;-1900,00;600,00
329;2025-01-04 10:15;1900,00;-1900,00;600,00
330;2025-01-04 10:30;1900,00;-1900,00;600,00
331;2025-01-04 10:45;1900,00;-1900,00;600,00
332;2025-01-04 11:00;1900,00;-1900,00;600,00
333;2025-01-04 11:15;1900,00;-1900,00;600,00
334;2025-01-04 11:30;1900,00;-1900,00;600,00
335;2025-01-04 11:45;1900,00;-1900,00;600,00
336;2025-01-04 12:00;1900,00;-1900,00;600,00
337;2025-01-04 12:15;1900,00;-1900,00;600,00
338;2025-01-04 12:30;1900,00;-1900,00;600,00
339;2025-01-04 12:45;1900,00;-1900,00;600,00
340;2025-01-04 13:00;1900,00;-1900,00;600,00
341;2025-01-04 13:15;1900,00;-1900,00;600,00
342;2025-01-04 13:30;1900,00;-1900,00;600,00
343;2025-01-04 13:45;1900,00;-1900,00;600,00
344;2025-01-04 14:00;1900,00;-1900,00;600,00
345;2025-01-04 14:15;1900,00;-1900,00;600,00
346;2025-01-04 14:30;1900,00;-1900,00;600,00
347;2025-01-04 14:45;1900,00;-1900,00;600,00
348;2025-01-04 15:00;1900,00;-1900,00;600,00
349;2025-01-04 15:15;1900,00;-1900,00;600,00
350;2025-01-04 15:30;1900,00;-1900,00;600,00
351;2025-01-04 15:45;1900,00;-1900,00;600,00
352;2025-01-04 16:00;1900,00;-1900,00;600,00
353;2025-01-04 16:15;1900,00;-1900,00;600,00
354;2025-01-04 16:30;1900,00;-1900,00;600,00
355;2025-01-04 16:45;1900,00;-1900,00;600,00
356;2025-01-04 17:00;1900,00;-1900,00;600,00
357;2025-01-04 17:15;1900,00;-1900,00;600,00
358;2025-01-04 17:30;1900,00;-1900,00;600,00
359;2025-01-04 17:45;1900,00;-1900,00;600,00
360;2025-01-04 18:00;1900,00;-1900,00;600,00
361;2025-01-04 18:15;1900,00;-1900,00;600,00
362;2025-01-04 18:30;1900,00;-1900,00;600,00
363;2025-01-04 18:45;1900,00;-1900,00;600,00
364;2025-01-04 19:00;1900,00;-1900,00;600,00
365;2025-01-04 19:15;1900,00;-1900,00;600,00
366;2025-01-04 19:30;1900,00;-1900,00;600,00
367;2025-01-04 19:45;1900,00;-1900,00;600,00
368;2025-01-04 20:00;1900,00;-1900,00;600,00
369;2025-01-04 20:15;1900,00;-1900,00;600,00
370;2025-01-04 20:30;1900,00;-1900,00;600,00
371;2025-01-04 20:45;1900,00;-1900,00;600,00
372;2025-01-04 21:00;1900,00;-1900,00;600,00
373;2025-01-04 21:15;1900,00;-1900,00;600,00
374;2025-01-04 21:30;1900,00;-1900,00;600,00
375;2025-01-04 21:45;1900,00;-1900,00;600,00
376;2025-01-04 22:00;1900,00;-1900,00;600,00
377;2025-01-04 22:15;1900,00;-1900,00;600,00
378;2025-01-04 22:30;1900,00;-1900,00;600,00
379;2025-01-04 22:45;1900,00;-1900,00;600,00
380;2025-01-04 23:00;1900,00;-1900,00;600,00
381;2025-01-04 23:15;1900,00;-1900,00;600,00
382;2025-01-04 23:30;1900,00;-1900,00;600,00
383;2025-01-04 23:45;1900,00;-1900,00;600,00
384;2025-01-05 00:00;1900,00;-1900,00;600,00
385;2025-01-05 00:15;1900,00;-1900,00;600,00
386;2025-01-05 00:30;1900,00;-1900,00;600,00
387;2025-01-05 00:45;1900,00;-1900,00;600,00
388;2025-01-05 01:00;1151,52;0,00;600,00
389;2025-01-05 01:15;1214,80;0,00;787,12
390;2025-01-05 01:30;1180,60;0,00;958,42
391;2025-01-05 01:45;1141,96;0,00;1138,27
392;2025-01-05 02:00;1294,88;0,00;1327,78
